frame,time_sec,temperature_c,length_env_true_px,length_axis_true_px,length_axis_alt_true_px,length_axis_definition_gap_true_px,diameter_true_px,diameter_max_orth_true_px,diameter_max_thickness_true_px,diameter_max_feret_true_px,diameter_p95_true_px,diameter_peak_span_true_px,diameter_peak_pos_norm_true,area_proj_true_px2,area_proj_contour_true_px2,area_proj_definition_gap_true_px2,body_mask_area_true_px2,body_mask_attachment_leak_fraction_true,x_peak_norm_true,taper_left_true_px,taper_right_true_px,landing_zone_left_true_px,landing_zone_right_true_px,transition_zone_left_true_px,transition_zone_right_true_px,compaction_zone_length_true_px,zone_symmetry_true,length_axis_ref_true_px,length_env_ref_true_px,foreshortening_axis_true,foreshortening_env_true
112,5.6,30.521920668058456,524.238971361327,516.5328023019514,515.619731155871,0.9130711460803695,120.02604344890716,120.02604344890716,120.02604344890716,123.59325337384445,119.65433616448982,104.44806033076361,0.5610759073609075,40327.45216527144,43078.0,-2750.5478347285607,43605.0,0.0,0.5610759073609075,37.11485233895812,39.29778072831954,37.11485233895812,39.29778072831954,111.23039721695034,87.25680942624695,241.63296259147646,0.9578136000187579,516.5616119081557,524.2394188766713,5.5771868331166985e-05,8.536468799613672e-07
113,5.65,30.615866388308977,524.238971361327,516.5314099000382,515.6183462326003,0.913063667437882,120.02731309086984,120.02731309086984,120.02731309086984,123.59325337384445,119.65560187451278,104.447779686302,0.5610759079407602,40327.77016404549,43078.0,-2750.2298359545093,43605.0,0.0,0.5610759079407602,37.114751938318776,39.297674424199215,37.114751938318776,39.297674424199215,111.2300969491486,87.25657378061595,241.63231280775562,0.9578135999766805,516.5616119081557,524.2394188766713,5.846738786097205e-05,8.536468799613672e-07
114,5.7,30.709812108559497,524.238971361327,516.529950570528,515.6168947411885,0.9130558293394415,120.02864375982726,120.02864375982726,120.02864375982726,123.59325337384445,119.65692842253668,104.44748555229975,0.5610759085484858,40328.10344538005,43078.0,-2749.896554619947,43605.0,0.0,0.5610759085484858,37.114646711793945,39.2975630104354,37.114646711793945,39.2975630104354,111.22978224858826,87.25632680837441,241.63163179133593,0.9578135999325811,516.5616119081557,524.2394188766713,6.129247101960278e-05,8.536468799613672e-07
115,5.75,30.80375782881002,524.238971361327,516.528421098373,515.615373483854,0.9130476145189732,120.03003838737736,120.03003838737736,120.03003838737736,123.59325337384445,119.65831873108064,104.44717728074866,0.5610759091854234,40328.45274317191,43078.0,-2749.5472568280893,43605.0,0.0,0.5610759091854234,37.11453642755937,39.29744624157223,37.11453642755937,39.29744624157223,111.22945242195296,87.25606796541848,241.63091804186993,0.957813599886362,516.5616119081557,524.2394188766713,6.425334174575692e-05,8.536468799613672e-07
116,5.8,30.897703549060545,524.238971361327,516.5268181142696,515.6137791093877,0.9130390048819663,120.03150004577363,120.03150004577363,120.03150004577363,123.59325337384445,119.65977586288369,104.44685419255205,0.5610759098529768,40328.81882650556,43078.0,-2749.181173494442,43605.0,0.0,0.5610759098529768,37.114420842667975,39.29732386037739,37.114420842667975,39.29732386037739,111.22910674266149,87.25579668153784,241.63016998702494,0.9578135998379205,516.5616119081557,524.2394188766713,6.73565225984829e-05,8.536468799613672e-07
117,5.85,30.991649269311065,524.238971361327,516.5251380872783,515.6121081058108,0.9130299814675027,120.03303195465669,120.03303195465669,120.03303195465669,123.59325337384445,119.66130302761563,104.44651557603311,0.5610759105526162,40329.20250133517,43078.0,-2748.7974986648333,43605.0,0.0,0.5610759105526162,37.11429970251758,39.29719559727903,37.11429970251758,39.29719559727903,111.22874444927623,87.25551235916805,241.62938597903738,0.9578135997871515,516.5616119081557,524.2394188766713,7.060884904452891e-05,8.536468799613672e-07
118,5.9,31.085594989561585,524.238971361327,516.5233773170862,515.6103567926832,0.9130205244030094,120.03463748810654,120.03463748810654,120.03463748810654,123.59325337384445,119.66290358890724,104.44616068537835,0.5610759112858833,40329.604612245836,43078.0,-2748.3953877541644,43605.0,0.0,0.5610759112858833,37.11417274029365,39.29706116977326,37.11417274029365,39.29706116977326,111.22836474383462,87.25521437208027,241.62856429110442,0.957813599733942,516.5616119081557,524.2394188766713,7.401748443558454e-05,8.536468799613672e-07
119,5.95,31.17954070981211,524.238971361327,516.5215319259074,515.6085213130436,0.9130106128637863,120.03632018203012,120.03632018203012,120.03632018203012,123.59325337384445,119.66458107171523,104.4457887390025,0.5610759120543933,40330.02604429888,43078.0,-2747.97395570112,43605.0,0.0,0.5610759120543933,37.1140396763842,39.29692028180767,37.1140396763842,39.29692028180767,111.2279667901029,87.25490206401071,241.62770311360194,0.9578135996781748,516.5616119081557,524.2394188766713,7.758993569073613e-05,8.536468799613672e-07
120,6.0,31.273486430062633,524.238971361327,516.5195978499954,515.6065976249681,0.9130002250273037,120.03808374190059,120.03808374190059,120.03808374190059,123.59325337384445,119.66633917003725,104.4453989178397,0.5610759128598385,40330.46772496436,43078.0,-2747.5322750356427,43605.0,0.0,0.5610759128598385,37.11390021776888,39.29677262313248,37.11390021776888,39.29677262313248,111.22754971174498,87.2545747472243,241.62680055012478,0.9578135996197278,516.5616119081557,524.2394188766713,8.133406972510304e-05,8.536468799613672e-07
121,6.05,31.367432150313153,524.238971361327,516.5175708307526,515.6045814927272,0.9129893380253407,120.03993205086417,120.03993205086417,120.03993205086417,123.59325337384445,119.6681817549939,104.44499036355168,0.5610759137039936,40330.930626145375,43078.0,-2747.069373854625,43605.0,0.0,0.5610759137039936,37.113754057377015,39.29661786862107,37.113754057377015,39.29661786862107,111.22711259040574,87.25423170100959,241.62585461333916,0.9578135995584707,516.5616119081557,524.2394188766713,8.525813066218024e-05,8.536468799613672e-07
122,6.1,31.461377870563673,524.238997227937,516.5154464054153,515.6024684775234,0.9129779278919159,120.04186917823246,120.04186917823246,120.04186917823246,123.59306316079213,119.67011288329454,104.44456217664802,0.5610759145887165,40331.41576629765,43077.0,-2745.5842337023496,43604.0,0.0,0.5610759145887165,37.11360087341668,39.2964556775612,37.11360087341668,39.2964556775612,111.22665446370249,87.25387217010388,241.62486322063108,0.9578135994942713,516.5616119081557,524.2394188766713,8.937075786530357e-05,8.043056646256375e-07
123,6.15,31.555323590814197,524.2389447407695,516.5132198972999,515.6002539277863,0.912965969513607,120.04389938837777,120.04389938837777,120.04389938837777,123.59344862649968,119.67213680610521,104.44411341452286,0.5610759155159563,40331.92421265026,43079.0,-2747.0757873497423,43606.0,0.0,0.5610759155159563,37.113440328670926,39.29628569290685,37.113440328670926,39.29628569290685,111.22617432312117,87.25349536304026,241.6238241895607,0.9578135994269855,516.5616119081557,524.2394188766713,9.368100482154418e-05,9.044262690993676e-07
124,6.2,31.649269311064717,524.2389447407695,516.510886405584,515.5979329690106,0.9129534365733889,120.04602715005069,120.04602715005069,120.04602715005069,123.59344862649968,119.67425797833728,104.44364308939359,0.561075916487754,40332.45708353053,43079.0,-2746.5429164694724,43606.0,0.0,0.561075916487754,37.113272069760896,39.29610754050168,37.113272069760896,39.29610754050168,111.22567111181282,87.25310045041988,241.6227352330887,0.9578135993564674,516.5616119081557,524.2394188766713,9.819835892244111e-05,9.044262690993676e-07
125,6.25,31.743215031315238,524.2389447407695,516.5084407946031,515.59550049311,0.9129403014931086,120.04825714613949,120.04825714613949,120.04825714613949,123.59344862649968,119.67648106837663,104.44315016614468,0.561075917506249,40333.01555079927,43079.0,-2745.9844492007323,43606.0,0.0,0.561075917506249,37.11309572637464,39.29592082825917,37.11309572637464,39.29592082825917,111.22514372228537,87.25268656309976,241.62159395458414,0.9578135992825604,516.5616119081557,524.2394188766713,0.00010293276218531489,9.044262690993676e-07
126,6.3,31.83716075156576,524.2389447407695,516.5058776826418,515.5929511472665,0.9129265353752771,120.05059428389197,120.05059428389197,120.05059428389197,123.59344862649968,119.6788109682739,104.4426335600676,0.5610759185736837,40333.60084240067,43079.0,-2745.3991575993277,43606.0,0.0,0.5610759185736837,37.11291091045801,39.2957251453077,37.11291091045801,39.2957251453077,111.22459099398687,87.25225279029632,241.62039784259287,0.9578135992051013,516.5616119081557,524.2394188766713,0.00010789463295191037,9.044262690993676e-07
127,6.35,31.931106471816285,524.2389447407695,516.5031914301909,515.5902793222539,0.9129121079370179,120.05304370562149,120.05304370562149,120.05304370562149,123.59344862649968,119.6812528044172,104.44209213449392,0.5610759196924071,40334.21424503236,43079.0,-2744.785754967641,43606.0,0.0,0.5610759196924071,37.11271721536891,39.29552006109515,37.11271721536891,39.29552006109515,111.22401171077237,87.25179817759783,241.61914426535662,0.9578135991239208,516.5616119081557,524.2394188766713,0.00011309488862121242,9.044262690993676e-07
128,6.4,32.02505219206681,524.2389447407695,516.5003761276508,515.5874791402057,0.9128969874451514,120.05561079991944,120.05561079991944,120.05561079991944,123.59344862649968,119.68381194871012,104.44152469831724,0.5610759208648812,40334.857106941316,43079.0,-2744.1428930586844,43606.0,0.0,0.5610759208648812,37.11251421498959,39.2953051244487,37.11251421498959,39.2953051244487,111.22340459825334,87.25132172488321,241.617830465076,0.95781359903884,516.5616119081557,524.2394188766713,0.0001185449694541818,9.044262690993676e-07
129,6.45,32.118997912317326,524.2389447407695,516.4974255824575,515.5845444418076,0.9128811406499153,120.05830121339805,120.05830121339805,120.05830121339805,123.59344862649968,119.68649403027793,104.44093000339893,0.5610759220936853,40335.53084085167,43079.0,-2743.469159148328,43606.0,0.0,0.5610759220936853,37.11230146279932,39.29507986259233,37.11230146279932,39.29507986259233,111.22276832102015,87.25082238414387,241.6164535519018,0.9578135989496724,516.5616119081557,524.2394188766713,0.0001242568634960417,9.044262690993676e-07
130,6.5,32.21294363256785,524.2389973889431,516.494333305588,515.5814687728814,0.9128645327066351,120.06112086298776,120.06112086298776,120.06112086298776,123.59306197529634,119.68930494772701,104.44030674184685,0.5610759233815241,40336.23692702913,43081.0,-2744.763072970869,43608.0,0.0,0.5610759233815241,37.11207849090101,39.29484378011642,37.11207849090101,39.29484378011642,111.22210147973314,87.25029905719884,241.61501049763862,0.9578135988562198,516.5616119081557,524.2394188766713,0.00013024313270026955,8.039985415209117e-07
131,6.55,32.306889352818374,524.2389973889431,516.4910924974478,515.5782453703398,0.9128471271079661,120.06407594881533,120.06407594881533,120.06407594881533,123.59306197529634,119.69225088198299,104.43965354317297,0.5610759247312295,40336.97691649062,43081.0,-2744.0230835093826,43608.0,0.0,0.5610759247312295,37.11184480900312,39.294596357901526,37.11184480900312,39.294596357901526,111.22140260807862,87.24975059330774,241.61349812915677,0.9578135987582784,516.5616119081557,524.2394188766713,0.00013651694024918726,8.039985415209117e-07
132,6.6,32.40083507306889,524.2389973889431,516.4876960330724,515.5748671474755,0.9128288855969231,120.06717296768892,120.06717296768892,120.06717296768892,123.59306197529634,119.69533830973415,104.43896897130742,0.5610759261457702,40337.752434363036,43081.0,-2743.2475656369643,43608.0,0.0,0.5610759261457702,37.11159990335332,39.29433705198659,37.11159990335332,39.29433705198659,111.22067016957789,87.24917578666549,241.61191312148915,0.957813598655632,516.5616119081557,524.2394188766713,0.00014309207920071287,8.039985415209117e-07
133,6.65,32.494780793319414,524.2389973889431,516.4841364466469,515.5713266785591,0.9128097680877545,120.07041872721878,120.07041872721878,120.07041872721878,123.59306197529634,119.69857401750836,104.43825152148199,0.5610759276282572,40338.56518340038,43081.0,-2742.43481659962,43608.0,0.0,0.5610759276282572,37.111343235622,39.29406529238844,37.111343235622,39.29406529238844,111.21990255424862,87.24857337378285,241.61025199060495,0.9578135985480551,516.5616119081557,524.2394188766713,0.00014998300245849805,8.039985415209117e-07
134,6.7,32.58872651356994,524.238866468102,516.4804059152896,515.5676161827107,0.9127897325788581,120.07382036060241,120.07382036060241,120.07382036060241,123.59401980088383,119.70196511641238,104.43749961695892,0.5610759291819496,40339.416947664715,43086.0,-2746.583052335285,43613.0,0.0,0.5610759291819496,37.111074241732865,39.29378048186396,37.111074241732865,39.29378048186396,111.21909807510866,87.24794203074163,241.60851108584245,0.9578135984353111,516.5616119081557,524.2394188766713,0.0001572048541627069,1.0537333695603834e-06
135,6.75,32.682672233820455,524.2388678024217,516.4764962420762,515.5637275070151,0.9127687350611495,120.0773853421049,120.0773853421049,120.0773853421049,123.59401010029808,119.70551905756435,104.43671160561087,0.5610759308102627,40340.309596379484,43090.0,-2749.690403620516,43617.0,0.0,0.5610759308102627,37.11079233063913,39.2934819946131,37.11079233063913,39.2934819946131,111.21825496451393,87.24728037032173,241.60668658198833,0.9578135983171518,516.5616119081557,524.2394188766713,0.000164773502554727,1.0511881206598517e-06
136,6.8,32.77661795407098,524.238869717662,516.4723988382647,515.5596521088421,0.9127467294225653,120.08112150326613,120.08112150326613,120.08112150326613,123.59399617420192,119.70924364825069,104.43588575633717,0.561075932516776,40341.24508796213,43092.0,-2750.754912037868,43619.0,0.0,0.561075932516776,37.11049688304143,39.29316917492196,37.11049688304143,39.29316917492196,111.21737137032659,87.24658693899437,241.60477447098032,0.9578135981933185,516.5616119081557,524.2394188766713,0.0001727055743871997,1.0475347511640365e-06
137,6.85,32.8705636743215,524.238869717662,516.4681047046864,515.5553810373381,0.9127236673483594,120.08503704986849,120.08503704986849,120.08503704986849,123.59399617420192,119.71314706884147,104.4350202553137,0.5610759343052388,40342.2254742447,43092.0,-2749.7745257553033,43619.0,0.0,0.5610759343052388,37.11018725004658,39.29284133574305,37.11018725004658,39.29284133574305,111.21644535190157,87.2458602137703,241.60277055322493,0.9578135980635377,516.5616119081557,524.2394188766713,0.00018101849094798173,1.0475347511640365e-06
138,6.9,32.964509394572026,524.2388699313354,516.4636044122693,515.5509049140514,0.9126994982178758,120.08914057969928,120.08914057969928,120.08914057969928,123.59399462038034,119.71723789049754,104.4341132020676,0.5610759361795805,40343.25290489078,43094.0,-2750.747095109218,43621.0,0.0,0.5610759361795805,37.10986275176272,39.29249775720763,37.10986275176272,39.29249775720763,111.21547487588599,87.24509859890571,241.60067042850727,0.9578135979275256,516.5616119081557,524.2394188766713,0.0001897305057654286,1.0471271637557678e-06
139,6.95,33.05845511482255,524.2388699313354,516.458888081644,515.5462139126507,0.9126741689932487,120.09344110114436,120.09344110114436,120.09344110114436,123.59399462038034,119.72152509370683,104.43316260536568,0.5610759381439171,40344.32963201724,43094.0,-2749.6703679827624,43621.0,0.0,0.5610759381439171,37.10952267582892,39.292137685068326,37.10952267582892,39.292137685068326,111.21445781182186,87.24430042245007,241.5984694864748,0.9578135977849835,516.5616119081557,524.2394188766713,0.00019886074408870247,1.0471271637557678e-06
140,7.0,33.15240083507307,524.2388699313354,516.4539453617998,515.5412977376941,0.9126476241057162,120.09794805265057,120.09794805265057,120.09794805265057,123.59399462038034,119.72601808768634,104.43216637891317,0.5610759402025637,40345.458015029944,43094.0,-2748.5419849700556,43621.0,0.0,0.5610759402025637,37.10916627587643,39.2917603290706,37.10916627587643,39.2917603290706,111.21339192754381,87.24346393263363,241.59616289667534,0.9578135976355975,516.5616119081557,524.2394188766713,0.00020842924420605424,1.0471271637557678e-06
141,7.05,33.24634655532359,524.2388718523036,516.4487654077467,515.5361456024101,0.9126198053365897,120.10267132309617,120.10267132309617,120.10267132309617,123.59398064976146,119.7307267306896,104.43112233685162,0.5610759423600394,40346.640525683644,43098.0,-2751.3594743163558,43625.0,0.0,0.5610759423600394,37.10879276991762,39.29136486124588,37.10879276991762,39.29136486124588,111.21227488436062,87.24258729408797,241.5937455981346,0.9578135974790394,516.5616119081557,524.2394188766713,0.00021845700068989782,1.043462868111078e-06
142,7.1,33.340292275574114,524.2388718523036,516.443336857134,515.5307462054424,0.9125906516916302,120.10762127311058,120.10762127311058,120.10762127311058,123.59398064976146,119.73566135126028,104.43002818904475,0.5610759446210798,40347.87975337467,43098.0,-2750.1202466253308,43625.0,0.0,0.5610759446210798,37.10840133866032,39.29095041412887,37.10840133866032,39.29095041412887,111.21110423201421,87.24166858388793,241.59121228844268,0.957813597314966,516.5616119081557,524.2394188766713,0.00022896600965904845,1.043462868111078e-06
143,7.15,33.43423799582463,524.2388323773591,516.437647805781,515.5250877065114,0.9125600992696263,120.11280875738541,120.11280875738541,120.11280875738541,123.59426722050313,119.74083277047426,104.42888153614877,0.5610759469906459,40349.178410677996,43104.0,-2754.821589322004,43631.0,0.0,0.5610759469906459,37.10799112374328,39.29051607888738,37.10799112374328,39.29051607888738,111.20987740340246,87.2407057874114,241.58855741233648,0.9578135971430178,516.5616119081557,524.2394188766713,0.00023997931614916368,1.1187623268904545e-06
144,7.2,33.528183716075155,524.2388323773591,516.4316857820744,515.5191577009488,0.9125280811256289,120.11824514802201,120.11824514802201,120.11824514802201,123.59426722050313,119.74625232521473,104.42767986445011,0.5610759494739364,40350.53933913847,43104.0,-2753.4606608615286,43631.0,0.0,0.5610759494739364,37.10756122589017,39.2900609033681,37.10756122589017,39.2900609033681,111.20859170905825,87.23969679400608,241.58577514975178,0.9578135969628173,516.5616119081557,524.2394188766713,0.0002515210636758747,1.1187623268904545e-06
145,7.25,33.62212943632568,524.2388323773591,516.4254377201751,515.5129431930484,0.9124945271266824,120.12394235896112,120.12394235896112,120.12394235896112,123.59426722050313,119.75193189252629,104.42642054046561,0.5610759520763975,40351.96551532739,43104.0,-2752.0344846726075,43631.0,0.0,0.5610759520763975,37.10711070297771,39.289583890051574,37.10711070297771,39.289583890051574,111.2072443313719,87.23863939245513,241.58285940331876,0.9578135967739689,516.5616119081557,524.2394188766713,0.0002636165461029627,1.1187623268904545e-06
146,7.3,33.7160751565762,524.2388377158298,516.418889931988,515.5064305681861,0.9124593638018723,120.12991287154296,120.12991287154296,120.12991287154296,123.59422852910804,119.75788391509583,104.42510080529385,0.5610759548037342,40353.46005717662,43102.0,-2748.5399428233795,43629.0,0.0,0.5610759548037342,37.10663856801449,39.28908399391196,37.10663856801449,39.28908399391196,111.2058323185455,87.23753126623336,241.5798037852827,0.9578135965760589,516.5616119081557,524.2394188766713,0.0002762922619055086,1.1085790585507738e-06
147,7.35,33.81002087682673,524.2388204551371,516.4120280778371,515.4996055636502,0.9124225141869147,120.13616976124779,120.13616976124779,120.13616976124779,123.59435355723353,119.76412142791033,104.42371776870257,0.5610759576619255,40355.02623060121,43100.0,-2744.973769398792,43627.0,0.0,0.5610759576619255,37.10614378702663,39.28856012017815,37.10614378702663,39.28856012017815,111.2043525782706,87.23636998854494,241.5766016038168,0.9578135963686529,516.5616119081557,524.2394188766713,0.0002895759709398149,1.14150426810955e-06
148,7.4,33.90396659707724,524.2388204551371,516.4048371357875,515.4924532381294,0.91238389765806,120.14272672566896,120.14272672566896,120.14272672566896,123.59435355723353,119.7706580861432,104.42226840294683,0.5610759606572324,40356.66745642363,43100.0,-2743.332543576369,43627.0,0.0,0.5610759606572324,37.105625276845124,39.28801112199295,37.105625276845124,39.28801112199295,111.20280187111155,87.2351530171299,241.57324584870796,0.9578135961512974,516.5616119081557,524.2394188766713,0.00030349675383167796,1.14150426810955e-06
149,7.45,33.99791231732777,524.238596891696,516.3973013695553,515.4849579397962,0.912343429759062,120.14959811377254,120.14959811377254,120.14959811377254,123.59595465359723,119.77750819432336,104.42074953630086,0.5610759637962168,40358.38731761192,43093.0,-2734.612682388077,43620.0,0.0,0.5610759637962168,37.10508190279312,39.2874357979598,37.10508190279312,39.2874357979598,111.20117680358574,87.23387768883686,241.56972917637978,0.9578135959235156,516.5616119081557,524.2394188766713,0.00031808507409869513,1.5679572074045467e-06
150,7.5,34.09185803757829,524.2385615216,516.3894042949516,515.4771032729263,0.9123010220253036,120.15679895649929,120.15679895649929,120.15679895649929,123.59620492973161,119.78468673684245,104.4191578462937,0.5610759670857509,40360.18956684568,43099.0,-2738.810433154322,43626.0,0.0,0.5610759670857509,37.10451247626535,39.28683288958507,37.10451247626535,39.28683288958507,111.19947382092752,87.23254121394012,241.5660438942336,0.9578135956848086,516.5616119081557,524.2394188766713,0.00033337284311141246,1.6354265635065701e-06
151,7.55,34.18580375782881,524.2385546089058,516.3811286447824,515.4688720629895,0.9122565817929171,120.16434499876799,120.16434499876799,120.16434499876799,123.59625374888844,119.79220940985894,104.41748985263555,0.5610759705330335,40362.078134422816,43098.0,-2735.921865577184,43625.0,0.0,0.5610759705330335,37.10391575219762,39.28620107859598,37.10391575219762,39.28620107859598,111.19768919951858,87.23114067020208,241.56218194426813,0.9578135954346552,516.5616119081557,524.2394188766713,0.0003493934880421934,1.6486127031312137e-06
152,7.6,34.27974947807933,524.2385546089058,516.3724563321498,515.4602463201463,0.9122100120034702,120.17225273293985,120.17225273293985,120.17225273293985,123.59625374888844,119.80009265465908,104.41574190982018,0.5610759741456076,40364.05713652198,43098.0,-2733.9428634780197,43625.0,0.0,0.5610759741456076,37.10329042642091,39.28553898413884,37.10329042642091,39.28553898413884,111.19581903897453,87.22967299666169,241.55813488595382,0.9578135951725072,516.5616119081557,524.2394188766713,0.0003661820229093893,1.6486127031312137e-06
153,7.65,34.373695198329855,524.238554535098,516.3633684120817,515.451207201083,0.9121612109987609,120.18053943380721,120.18053943380721,120.18053943380721,123.59625426997201,119.80835369253708,104.41391019939141,0.5610759779313735,40366.130883834965,43100.0,-2733.869116165035,43627.0,0.0,0.5610759779313735,37.10263513289414,39.28484515985042,37.10263513289414,39.28484515985042,111.19385925387033,87.22813498714078,241.55389387832608,0.957813594897791,516.5616119081557,524.2394188766713,0.0003837751228582542,1.648753493288524e-06
154,7.7,34.46764091858037,524.238554535098,516.3538450414175,515.4417349691121,0.9121100723053814,120.18922319517138,120.18922319517138,120.18922319517138,123.59625426997201,119.81701056125975,104.41199072185785,0.5610759818986056,40368.30389058419,43100.0,-2731.6961094158105,43627.0,0.0,0.5610759818986056,37.101948440812336,39.28411809079557,37.101948440812336,39.28411809079557,111.19180556508947,87.22652328345555,241.54944966126453,0.9578135946099067,516.5616119081557,524.2394188766713,0.00040221120181715975,1.648753493288524e-06
155,7.75,34.561586638830896,524.2385268140854,516.3438654368786,515.4318089524671,0.9120564844114369,120.19832296807688,120.19832296807688,120.19832296807688,123.59644973267103,119.82608215318238,104.40997928824086,0.5610759860559716,40370.58088394138,43102.0,-2731.4191160586197,43629.0,0.0,0.5610759860559716,37.101228851582704,39.283356190265636,37.101228851582704,39.283356190265636,111.18965349078272,87.22483436832078,241.54479253592672,0.9578135943082259,516.5616119081557,524.2394188766713,0.0004215304936671105,1.7016320287277509e-06
156,7.8,34.65553235908142,524.2383655365892,516.3334078312437,515.4214075007129,0.9120003305307591,120.20785860077198,120.20785860077198,120.20785860077198,123.59757727824422,119.8355882550854,104.40787151124269,0.5610759904125526,40372.96681386279,43104.0,-2731.0331861372106,43631.0,0.0,0.5610759904125526,37.10047479566538,39.282557796432116,37.10047479566538,39.282557796432116,111.18739833691743,87.22306455793233,241.53991234429643,0.9578135939920867,516.5616119081557,524.2394188766713,0.00044177513708199,2.0092729469123327e-06
157,7.85,34.74947807933194,524.2384814722905,516.3224494275562,515.4105079391953,0.911941488360867,120.2178508804674,120.2178508804674,120.2178508804674,123.59676838317547,119.84554958980382,104.40566279601526,0.5610759949778568,40375.46686335828,43110.0,-2734.533136641723,43637.0,0.0,0.5610759949778568,37.09968462927076,39.28172116885298,37.09968462927076,39.28172116885298,111.18503518740116,87.22120999421855,241.53479844781273,0.957813593660803,516.5616119081557,524.2394188766713,0.00046298926417709385,1.7881226536120565e-06
158,7.9,34.84342379958247,524.238453903476,516.3109663512743,515.3990865214492,0.9118798298250113,120.22832157696779,120.22832157696779,120.22832157696779,123.59696149371258,119.85598785972371,104.40334833051591,0.5610759997618425,40378.08645921083,43118.0,-2739.9135407891736,43645.0,0.0,0.5610759997618425,37.098856630910376,39.28084448481644,37.098856630910376,39.28084448481644,111.18255889376539,87.2192666367423,241.52943970503975,0.9578135933136505,516.5616119081557,524.2394188766713,0.0004852190931408096,1.8407108669515893e-06
159,7.95,34.937369519832984,524.2384485969837,516.298933600282,515.3871183794774,0.9118152208045558,120.23929348825298,120.23929348825298,120.23929348825298,123.59699860913244,119.86692579222205,104.40092307543273,0.5610760047749426,40380.831283163876,43120.0,-2739.168716836124,43647.0,0.0,0.5610760047749426,37.09798899779127,39.27992583552725,37.09798899779127,39.27992583552725,111.17996406438434,87.21723025423944,241.5238244483397,0.9578135929498712,516.5616119081557,524.2394188766713,0.0005085130250065406,1.8508331357525165e-06
160,8.0,35.03131524008351,524.2384518782591,516.2863249926795,515.3745774718177,0.9117475208618089,120.2507904880882,120.2507904880882,120.2507904880882,123.59697566085504,119.87838718712966,104.39838175365989,0.5610760100280799,40383.70728359493,43120.0,-2736.2927164050707,43647.0,0.0,0.5610760100280799,37.09707984205247,39.27896322211984,37.09707984205247,39.27896322211984,111.17724505321584,87.21509641578518,241.51794045950618,0.9578135925686738,516.5616119081557,524.2394188766713,0.0005329217447251899,1.8445740197492455e-06
161,8.05,35.12526096033403,524.2383818149287,516.2731131122544,515.3614365293074,0.9116765829469387,120.26283757574524,120.26283757574524,120.26283757574524,123.5974642056741,119.8903969662984,104.39571883930651,0.5610760155326954,40386.72068769332,43117.0,-2730.2793123066804,43644.0,0.0,0.5610760155326954,37.09612718683273,39.27795455149379,37.09612718683273,39.27795455149379,111.17439594804374,87.2128604815664,241.5117749443177,0.9578135921692271,516.5616119081557,524.2394188766713,0.0005584983267254984,1.9782216009733844e-06
162,8.1,35.21920668058455,524.2383511891938,516.2592692515501,515.347666998453,0.9116022530971577,120.27546092791876,120.27546092791876,120.27546092791876,123.59767680335918,119.9029812253566,104.39292854622437,0.5610760213007691,40389.878014161266,43123.0,-2733.121985838734,43650.0,0.0,0.5610760213007691,37.09512896216556,39.276897631971394,37.09512896216556,39.276897631971394,111.17141055819958,87.21051759324308,241.5053145059705,0.9578135917506623,516.5616119081557,524.2394188766713,0.0005852983451262173,2.0366409677619046e-06
163,8.15,35.31315240083507,524.2381011741774,516.2447633524266,515.3332389823112,0.9115243701154441,120.28868795292418,120.28868795292418,120.28868795292418,123.59939131513693,119.9161672877392,104.39000481602301,0.5610760273448455,40393.18608645666,43131.0,-2737.8139135433375,43658.0,0.0,0.5610760273448455,37.09408300069376,39.27579016875575,37.09408300069376,39.27579016875575,111.16828240174587,87.20806266389417,241.49854511733707,0.957813591312069,516.5616119081557,524.2394188766713,0.0006133799888045077,2.5135509587048688e-06
164,8.2,35.407098121085596,524.2381151969244,516.2295639440255,515.3181211787835,0.9114427652419863,120.3025473472665,120.3025473472665,120.3025473472665,123.59929612279171,119.92998376108133,104.38694130556968,0.5610760336780624,40396.652046598116,43130.0,-2733.3479534018843,43657.0,0.0,0.5610760336780624,37.092987033196025,39.27462975919707,37.092987033196025,39.27462975919707,111.16500469209804,87.20549036751544,241.4914520920189,0.9578135908524934,516.5616119081557,524.2394188766713,0.0006428041814869889,2.4868022128199385e-06
165,8.25,35.50104384133611,524.238074179267,516.2136380780344,515.302280816226,0.9113572618083481,120.3170691546711,120.3170691546711,120.3170691546711,123.5995742506566,119.94446059606626,104.3837313739385,0.5610760403141727,40400.28336955115,43128.0,-2727.716630448849,43655.0,0.0,0.5610760403141727,37.09183868391974,39.27341388785038,37.09183868391974,39.27341388785038,111.161570324065,87.20279512806633,241.4840200541329,0.9578135903709385,516.5616119081557,524.2394188766713,0.0006736347070699367,2.565044435631769e-06
166,8.3,35.59498956158664,524.238136759426,516.1969512611497,515.2856835862709,0.9112676748787862,120.33228482766985,120.33228482766985,120.33228482766985,123.65056038607855,119.95962914782093,104.38036806880038,0.5610760472675775,40404.087878216385,43132.0,-2727.9121217836146,43659.0,0.0,0.5610760472675775,37.09063546571086,39.27213992131891,37.09063546571086,39.27213992131891,111.15797185928447,87.1999711080382,241.47623290679726,0.9578135898663585,516.5616119081557,524.2394188766713,0.0007059383403635877,2.4456711935627595e-06
