frame,anchor_x,anchor_y,tip_x,tip_y,quality,length_env_px,length_axis_px,length_axis_skeleton_px,length_axis_alt_px,length_axis_disagreement_px,centerline_disagreement,diameter_max_px,diameter_max_orth_px,diameter_max_thickness_px,diameter_max_feret_px,diameter_p95_px,diameter_mid_median_px,diameter_mid_p90_px,diameter_peak_span_px,diameter_peak_pos_norm,area_proj_px2,area_proj_contour_px2,area_proj_definition_gap_px2,body_mask_area_px2,component_area_px2,excluded_attachment_area_px2,body_mask_attachment_leak_fraction,attachment_count,attachment_border_touch_count,attachment_max_elongation,attachment_max_solidity,attachment_max_orientation_mismatch_deg,attachment_max_distance_to_main_axis_px,x_peak_norm,taper_left_px,taper_right_px,landing_zone_left_px,landing_zone_right_px,transition_zone_left_px,transition_zone_right_px,compaction_zone_length_px,zone_symmetry,branch_count_after_pruning,endpoint_jump_px,axis_peak_position_stability,centerline_points,length_axis_formal_px,area_proj_formal_px2,anchor_jump_px,tip_jump_px,length_axis_ref_px,length_env_ref_px,foreshortening_axis,foreshortening_env,length_env_recovery,length_axis_recovery,diameter_max_recovery,area_proj_recovery,length_env_smooth,length_axis_smooth,diameter_max_smooth,diameter_mid_median_smooth,area_proj_smooth_px2,compaction_zone_smooth,body_mask_area_smooth_px2,axis_definition_gap_smooth_px,time_sec,temperature_c,austenite_fraction,length_env_true_px,length_axis_true_px,length_axis_alt_true_px,diameter_true_px,diameter_max_feret_true_px,area_proj_true_px2,area_proj_true_norm,area_proj_model_true_px2,area_proj_raster_true_px2,area_proj_contour_true_px2
109,126.05045286973954,200.39069036723583,453.68342921026647,186.0383628176048,0.9878712615129877,341.9840205071252,393.93767281306174,314.9687370825756,405.6918859589806,11.754213145918868,0.0298377483473043,81.1921247148462,81.23896013832669,36.756591796875,82.00292639590069,80.24005751889504,77.55545927639403,81.1921247148462,152.0,0.6352941176470588,22921.93106005634,22633.5,288.43106005634036,9370.0,9663.0,455.0,0.0470868260374624,1,0,1.8888888888888888,0.9193729003359462,3.971170437695075,3.6818934798522767,0.6352941176470588,0.0,4.0,0.0,4.0,36.0,52.0,248.0,0.9411764705882352,59,11.486311460855216,0.0,133,393.93767281306174,22921.93106005634,0.0,0.0,420.4172446456188,341.9944612110107,0.0629840287709354,3.052886835797075e-05,0.1069272233581898,0.0056369985426747,0.0434257529002236,1.0,341.9840205071252,393.93767281306174,81.1921247148462,77.55545927639403,22921.93106005634,248.0,9370.0,11.754213145918868,5.45,37.2932,0.0,416.512,347.8607,347.2101,87.5,89.6242,19542.8069,1.0,25274.0,25274.0,26105.0
110,126.05045286973954,200.39069036723583,453.68342921026647,186.0383628176048,0.9878712615129877,341.9840205071252,393.93767281306174,314.9687370825756,405.6918859589806,11.754213145918868,0.0298377483473043,81.1921247148462,81.23896013832669,36.756591796875,82.00292639590069,80.24005751889504,77.55545927639403,81.1921247148462,152.0,0.6352941176470588,22921.93106005634,22633.5,288.43106005634036,9370.0,9663.0,455.0,0.0470868260374624,1,0,1.8888888888888888,0.9193729003359462,3.971170437695075,3.6818934798522767,0.6352941176470588,0.0,4.0,0.0,4.0,36.0,52.0,248.0,0.9411764705882352,59,11.486311460855216,0.0,133,393.93767281306174,22921.93106005634,0.0,0.0,420.4172446456188,341.9944612110107,0.0629840287709354,3.052886835797075e-05,0.1069272233581898,0.0056369985426747,0.0434257529002236,1.0,341.9840205071252,393.93767281306174,81.1921247148462,77.55545927639403,22921.93106005634,248.0,9370.0,11.754213145918868,5.5,37.406,0.0,416.512,347.8607,347.2101,87.5,89.6242,19542.8069,1.0,25274.0,25274.0,26105.0
111,126.05045286973954,200.39069036723583,453.68342921026647,186.0383628176048,0.9878712615129877,341.9840205071252,393.93767281306174,314.9687370825756,405.6918859589806,11.754213145918868,0.0298377483473043,81.1921247148462,81.23896013832669,36.756591796875,82.00292639590069,80.24005751889504,77.55545927639403,81.1921247148462,152.0,0.6352941176470588,22921.93106005634,22633.5,288.43106005634036,9370.0,9663.0,455.0,0.0470868260374624,1,0,1.8888888888888888,0.9193729003359462,3.971170437695075,3.6818934798522767,0.6352941176470588,0.0,4.0,0.0,4.0,36.0,52.0,248.0,0.9411764705882352,59,11.486311460855216,0.0,133,393.93767281306174,22921.93106005634,0.0,0.0,420.4172446456188,341.9944612110107,0.0629840287709354,3.052886835797075e-05,0.1069272233581898,0.0056369985426747,0.0434257529002236,1.0,341.9840205071252,393.93767281306174,81.1921247148462,77.55545927639403,22921.93106005634,248.0,9370.0,11.754213145918868,5.55,37.5188,0.0,416.512,347.8607,347.2101,87.5,89.6242,19542.8069,1.0,25274.0,25274.0,26105.0
112,126.05045286973954,200.39069036723583,453.68342921026647,186.0383628176048,0.9878712615129877,341.9840205071252,393.93767281306174,314.9687370825756,405.6918859589806,11.754213145918868,0.0298377483473043,81.1921247148462,81.23896013832669,36.756591796875,82.00292639590069,80.24005751889504,77.55545927639403,81.1921247148462,152.0,0.6352941176470588,22921.93106005634,22633.5,288.43106005634036,9370.0,9663.0,455.0,0.0470868260374624,1,0,1.8888888888888888,0.9193729003359462,3.971170437695075,3.6818934798522767,0.6352941176470588,0.0,4.0,0.0,4.0,36.0,52.0,248.0,0.9411764705882352,59,11.486311460855216,0.0,133,393.93767281306174,22921.93106005634,0.0,0.0,420.4172446456188,341.9944612110107,0.0629840287709354,3.052886835797075e-05,0.1069272233581898,0.0056369985426747,0.0434257529002236,1.0,341.9840205071252,393.93767281306174,81.1921247148462,77.55545927639403,22921.93106005634,248.0,9370.0,11.754213145918868,5.6,37.6316,0.0,416.512,347.8607,347.2101,87.5,89.6242,19542.8069,1.0,25274.0,25274.0,26105.0
113,126.05045286973954,200.39069036723583,453.68342921026647,186.0383628176048,0.9878712615129877,341.9840205071252,393.93767281306174,314.9687370825756,405.6918859589806,11.754213145918868,0.0298377483473043,81.1921247148462,81.23896013832669,36.756591796875,82.00292639590069,80.24005751889504,77.55545927639403,81.1921247148462,152.0,0.6352941176470588,22921.93106005634,22633.5,288.43106005634036,9370.0,9663.0,455.0,0.0470868260374624,1,0,1.8888888888888888,0.9193729003359462,3.971170437695075,3.6818934798522767,0.6352941176470588,0.0,4.0,0.0,4.0,36.0,52.0,248.0,0.9411764705882352,59,11.486311460855216,0.0,133,393.93767281306174,22921.93106005634,0.0,0.0,420.4172446456188,341.9944612110107,0.0629840287709354,3.052886835797075e-05,0.1069272233581898,0.0056369985426747,0.0434257529002236,1.0,341.9840205071252,393.93767281306174,81.1921247148462,77.55545927639403,22921.93106005634,248.0,9370.0,11.754213145918868,5.65,37.7444,0.0,416.512,347.8607,347.2101,87.5,89.6242,19542.8069,1.0,25274.0,25274.0,26105.0
114,126.05045286973954,200.39069036723583,453.68342921026647,186.0383628176048,0.9878712615129877,341.9840205071252,393.93767281306174,314.9687370825756,405.6918859589806,11.754213145918868,0.0298377483473043,81.1921247148462,81.23896013832669,36.756591796875,82.00292639590069,80.24005751889504,77.55545927639403,81.1921247148462,152.0,0.6352941176470588,22921.93106005634,22633.5,288.43106005634036,9370.0,9663.0,455.0,0.0470868260374624,1,0,1.8888888888888888,0.9193729003359462,3.971170437695075,3.6818934798522767,0.6352941176470588,0.0,4.0,0.0,4.0,36.0,52.0,248.0,0.9411764705882352,59,11.486311460855216,0.0,133,393.93767281306174,22921.93106005634,0.0,0.0,420.4172446456188,341.9944612110107,0.0629840287709354,3.052886835797075e-05,0.1069272233581898,0.0056369985426747,0.0434257529002236,1.0,341.9840205071252,393.93767281306174,81.1921247148462,77.55545927639403,22921.93106005634,248.0,9370.0,11.754213145918868,5.7,37.8571,0.0,416.512,347.8607,347.2101,87.5,89.6242,19542.8069,1.0,25274.0,25274.0,26105.0
115,126.05045286973954,200.39069036723583,453.68342921026647,186.0383628176048,0.9878712615129877,341.9840205071252,393.93767281306174,314.9687370825756,405.6918859589806,11.754213145918868,0.0298377483473043,81.1921247148462,81.23896013832669,36.756591796875,82.00292639590069,80.24005751889504,77.55545927639403,81.1921247148462,152.0,0.6352941176470588,22921.93106005634,22633.5,288.43106005634036,9370.0,9663.0,455.0,0.0470868260374624,1,0,1.8888888888888888,0.9193729003359462,3.971170437695075,3.6818934798522767,0.6352941176470588,0.0,4.0,0.0,4.0,36.0,52.0,248.0,0.9411764705882352,59,11.486311460855216,0.0,133,393.93767281306174,22921.93106005634,0.0,0.0,420.4172446456188,341.9944612110107,0.0629840287709354,3.052886835797075e-05,0.1069272233581898,0.0056369985426747,0.0434257529002236,1.0,341.9840205071252,393.93767281306174,81.1921247148462,77.55545927639403,22921.93106005634,248.0,9370.0,11.754213145918868,5.75,37.9699,0.0,416.512,347.8607,347.2101,87.5,89.6242,19542.8069,1.0,25274.0,25274.0,26105.0
116,126.05045286973954,200.39069036723583,453.68342921026647,186.0383628176048,0.9878712615129877,341.9840205071252,393.93767281306174,314.9687370825756,405.6918859589806,11.754213145918868,0.0298377483473043,81.1921247148462,81.23896013832669,36.756591796875,82.00292639590069,80.24005751889504,77.55545927639403,81.1921247148462,152.0,0.6352941176470588,22921.93106005634,22633.5,288.43106005634036,9370.0,9663.0,455.0,0.0470868260374624,1,0,1.8888888888888888,0.9193729003359462,3.971170437695075,3.6818934798522767,0.6352941176470588,0.0,4.0,0.0,4.0,36.0,52.0,248.0,0.9411764705882352,59,11.486311460855216,0.0,133,393.93767281306174,22921.93106005634,0.0,0.0,420.4172446456188,341.9944612110107,0.0629840287709354,3.052886835797075e-05,0.1069272233581898,0.0056369985426747,0.0434257529002236,1.0,341.9840205071252,393.93767281306174,81.1921247148462,77.55545927639403,22921.93106005634,248.0,9370.0,11.754213145918868,5.8,38.0827,0.0,416.512,347.8607,347.2101,87.5,89.6242,19542.8069,1.0,25274.0,25274.0,26105.0
117,126.05045286973954,200.39069036723583,453.68342921026647,186.0383628176048,0.9878712615129877,341.9840205071252,393.93767281306174,314.9687370825756,405.6918859589806,11.754213145918868,0.0298377483473043,81.1921247148462,81.23896013832669,36.756591796875,82.00292639590069,80.24005751889504,77.55545927639403,81.1921247148462,152.0,0.6352941176470588,22921.93106005634,22633.5,288.43106005634036,9370.0,9663.0,455.0,0.0470868260374624,1,0,1.8888888888888888,0.9193729003359462,3.971170437695075,3.6818934798522767,0.6352941176470588,0.0,4.0,0.0,4.0,36.0,52.0,248.0,0.9411764705882352,59,11.486311460855216,0.0,133,393.93767281306174,22921.93106005634,0.0,0.0,420.4172446456188,341.9944612110107,0.0629840287709354,3.052886835797075e-05,0.1069272233581898,0.0056369985426747,0.0434257529002236,1.0,341.9840205071252,393.93767281306174,81.1921247148462,77.55545927639403,22921.93106005634,248.0,9370.0,11.754213145918868,5.85,38.1955,0.0,416.512,347.8607,347.2101,87.5,89.6242,19542.8069,1.0,25274.0,25274.0,26105.0
118,126.05045286973954,200.39069036723583,453.68342921026647,186.0383628176048,0.9878712615129877,341.9840205071252,393.93767281306174,314.9687370825756,405.6918859589806,11.754213145918868,0.0298377483473043,81.1921247148462,81.23896013832669,36.756591796875,82.00292639590069,80.24005751889504,77.55545927639403,81.1921247148462,152.0,0.6352941176470588,22921.93106005634,22633.5,288.43106005634036,9370.0,9663.0,455.0,0.0470868260374624,1,0,1.8888888888888888,0.9193729003359462,3.971170437695075,3.6818934798522767,0.6352941176470588,0.0,4.0,0.0,4.0,36.0,52.0,248.0,0.9411764705882352,59,11.486311460855216,0.0,133,393.93767281306174,22921.93106005634,0.0,0.0,420.4172446456188,341.9944612110107,0.0629840287709354,3.052886835797075e-05,0.1069272233581898,0.0056369985426747,0.0434257529002236,1.0,341.9840205071252,393.93767281306174,81.1921247148462,77.55545927639403,22921.93106005634,248.0,9370.0,11.754213145918868,5.9,38.3083,0.0,416.512,347.8607,347.2101,87.5,89.6242,19542.8069,1.0,25274.0,25274.0,26105.0
119,126.05045286973954,200.39069036723583,453.68342921026647,186.0383628176048,0.9878712615129877,341.9840205071252,393.93767281306174,314.9687370825756,405.6918859589806,11.754213145918868,0.0298377483473043,81.1921247148462,81.23896013832669,36.756591796875,82.00292639590069,80.24005751889504,77.55545927639403,81.1921247148462,152.0,0.6352941176470588,22921.93106005634,22633.5,288.43106005634036,9370.0,9663.0,455.0,0.0470868260374624,1,0,1.8888888888888888,0.9193729003359462,3.971170437695075,3.6818934798522767,0.6352941176470588,0.0,4.0,0.0,4.0,36.0,52.0,248.0,0.9411764705882352,59,11.486311460855216,0.0,133,393.93767281306174,22921.93106005634,0.0,0.0,420.4172446456188,341.9944612110107,0.0629840287709354,3.052886835797075e-05,0.1069272233581898,0.0056369985426747,0.0434257529002236,1.0,341.9840205071252,393.93767281306174,81.1921247148462,77.55545927639403,22921.93106005634,248.0,9370.0,11.754213145918868,5.95,38.4211,0.0,416.512,347.8607,347.2101,87.5,89.6242,19542.8069,1.0,25274.0,25274.0,26105.0
120,126.05045286973954,200.39069036723583,453.68342921026647,186.0383628176048,0.9878712615129877,341.9840205071252,393.93767281306174,314.9687370825756,405.6918859589806,11.754213145918868,0.0298377483473043,81.1921247148462,81.23896013832669,36.756591796875,82.00292639590069,80.24005751889504,77.55545927639403,81.1921247148462,152.0,0.6352941176470588,22921.93106005634,22633.5,288.43106005634036,9370.0,9663.0,455.0,0.0470868260374624,1,0,1.8888888888888888,0.9193729003359462,3.971170437695075,3.6818934798522767,0.6352941176470588,0.0,4.0,0.0,4.0,36.0,52.0,248.0,0.9411764705882352,59,11.486311460855216,0.0,133,393.93767281306174,22921.93106005634,0.0,0.0,420.4172446456188,341.9944612110107,0.0629840287709354,3.052886835797075e-05,0.1069272233581898,0.0056369985426747,0.0434257529002236,1.0,341.9840205071252,393.93767281306174,81.1921247148462,77.55545927639403,22921.93106005634,248.0,9370.0,11.754213145918868,6.0,38.5338,0.0,416.512,347.8607,347.2101,87.5,89.6242,19542.8069,1.0,25274.0,25274.0,26105.0
121,126.05045286973954,200.39069036723583,453.68342921026647,186.0383628176048,0.9878712615129877,341.9840205071252,393.93767281306174,314.9687370825756,405.6918859589806,11.754213145918868,0.0298377483473043,81.1921247148462,81.23896013832669,36.756591796875,82.00292639590069,80.24005751889504,77.55545927639403,81.1921247148462,152.0,0.6352941176470588,22921.93106005634,22633.5,288.43106005634036,9370.0,9663.0,455.0,0.0470868260374624,1,0,1.8888888888888888,0.9193729003359462,3.971170437695075,3.6818934798522767,0.6352941176470588,0.0,4.0,0.0,4.0,36.0,52.0,248.0,0.9411764705882352,59,11.486311460855216,0.0,133,393.93767281306174,22921.93106005634,0.0,0.0,420.4172446456188,341.9944612110107,0.0629840287709354,3.052886835797075e-05,0.1069272233581898,0.0056369985426747,0.0434257529002236,1.0,341.9840205071252,393.93767281306174,81.1921247148462,77.55545927639403,22921.93106005634,248.0,9370.0,11.754213145918868,6.05,38.6466,0.0,416.512,347.8607,347.2101,87.5,89.6242,19542.8069,1.0,25273.998,25274.0,26105.0
122,126.05045286973954,200.39069036723583,453.68342921026647,186.0383628176048,0.9878712615129877,341.9840205071252,393.93767281306174,314.9687370825756,405.6918859589806,11.754213145918868,0.0298377483473043,81.1921247148462,81.23896013832669,36.756591796875,82.00292639590069,80.24005751889504,77.55545927639403,81.1921247148462,152.0,0.6352941176470588,22921.93106005634,22633.5,288.43106005634036,9370.0,9663.0,455.0,0.0470868260374624,1,0,1.8888888888888888,0.9193729003359462,3.971170437695075,3.6818934798522767,0.6352941176470588,0.0,4.0,0.0,4.0,36.0,52.0,248.0,0.9411764705882352,59,11.486311460855216,0.0,133,393.93767281306174,22921.93106005634,0.0,0.0,420.4172446456188,341.9944612110107,0.0629840287709354,3.052886835797075e-05,0.1069272233581898,0.0056369985426747,0.0434257529002236,1.0,341.9840205071252,393.93767281306174,81.1921247148462,77.55545927639403,22921.93106005634,248.0,9370.0,11.754213145918868,6.1,38.7594,1.1e-05,416.512,347.8607,347.2101,87.5,89.6242,19542.8069,1.0,25273.9512,25274.0,26105.0
123,126.05045286973954,200.39069036723583,453.68342921026647,186.0383628176048,0.9878712615129877,341.9840205071252,393.93767281306174,314.9687370825756,405.6918859589806,11.754213145918868,0.0298377483473043,81.1921247148462,81.23896013832669,36.756591796875,82.00292639590069,80.24005751889504,77.55545927639403,81.1921247148462,152.0,0.6352941176470588,22921.93106005634,22633.5,288.43106005634036,9370.0,9663.0,455.0,0.0470868260374624,1,0,1.8888888888888888,0.9193729003359462,3.971170437695075,3.6818934798522767,0.6352941176470588,0.0,4.0,0.0,4.0,36.0,52.0,248.0,0.9411764705882352,59,11.486311460855216,0.0,133,393.93767281306174,22921.93106005634,0.0,0.0,420.4172446456188,341.9944612110107,0.0629840287709354,3.052886835797075e-05,0.1069272233581898,0.0056369985426747,0.0434257529002236,1.0,341.9840205071252,393.93767281306174,81.1921247148462,77.55545927639403,22921.93106005634,248.0,9370.0,11.754213145918868,6.15,38.8722,4.4e-05,416.512,347.8607,347.2101,87.5,89.6242,19542.8069,1.0,25273.8047,25274.0,26105.0
124,126.05045286973954,200.39069036723583,453.68342921026647,186.0383628176048,0.9878712615129877,341.9840205071252,393.93767281306174,314.9687370825756,405.6918859589806,11.754213145918868,0.0298377483473043,81.1921247148462,81.23896013832669,36.756591796875,82.00292639590069,80.24005751889504,77.55545927639403,81.1921247148462,152.0,0.6352941176470588,22921.93106005634,22633.5,288.43106005634036,9370.0,9663.0,455.0,0.0470868260374624,1,0,1.8888888888888888,0.9193729003359462,3.971170437695075,3.6818934798522767,0.6352941176470588,0.0,4.0,0.0,4.0,36.0,52.0,248.0,0.9411764705882352,59,11.486311460855216,0.0,133,393.93767281306174,22921.93106005634,0.0,0.0,420.4172446456188,341.9944612110107,0.0629840287709354,3.052886835797075e-05,0.1069272233581898,0.0056369985426747,0.0434257529002236,1.0,341.9840205071252,393.93767281306174,81.1921247148462,77.55545927639403,22921.93106005634,248.0,9370.0,11.754213145918868,6.2,38.985,0.000107,416.512,347.8607,347.2101,87.5,89.6242,19542.8069,1.0,25273.5312,25274.0,26105.0
125,126.05045286973954,200.39069036723583,453.68342921026647,186.0383628176048,0.9878712615129877,341.9840205071252,393.93767281306174,314.9687370825756,405.6918859589806,11.754213145918868,0.0298377483473043,81.1921247148462,81.23896013832669,36.756591796875,82.00292639590069,80.24005751889504,77.55545927639403,81.1921247148462,152.0,0.6352941176470588,22921.93106005634,22633.5,288.43106005634036,9370.0,9663.0,455.0,0.0470868260374624,1,0,1.8888888888888888,0.9193729003359462,3.971170437695075,3.6818934798522767,0.6352941176470588,0.0,4.0,0.0,4.0,36.0,52.0,248.0,0.9411764705882352,59,11.486311460855216,0.0,133,393.93767281306174,22921.93106005634,0.0,0.0,420.4172446456188,341.9944612110107,0.0629840287709354,3.052886835797075e-05,0.1069272233581898,0.0056369985426747,0.0434257529002236,1.0,341.9840205071252,393.93767281306174,81.1921247148462,77.55545927639403,22921.93106005634,248.0,9370.0,11.754213145918868,6.25,39.0977,0.000205,416.512,347.8607,347.2101,87.5,89.6242,19542.8069,1.0,25273.1016,25274.0,26105.0
126,126.05045286973954,200.39069036723583,453.68342921026647,186.0383628176048,0.9878712615129877,341.9840205071252,393.93767281306174,314.9687370825756,405.6918859589806,11.754213145918868,0.0298377483473043,81.1921247148462,81.23896013832669,36.756591796875,82.00292639590069,80.24005751889504,77.55545927639403,81.1921247148462,152.0,0.6352941176470588,22921.93106005634,22633.5,288.43106005634036,9370.0,9663.0,455.0,0.0470868260374624,1,0,1.8888888888888888,0.9193729003359462,3.971170437695075,3.6818934798522767,0.6352941176470588,0.0,4.0,0.0,4.0,36.0,52.0,248.0,0.9411764705882352,59,11.486311460855216,0.0,133,393.93767281306174,22921.93106005634,0.0,0.0,420.4172446456188,341.9944612110107,0.0629840287709354,3.052886835797075e-05,0.1069272233581898,0.0056369985426747,0.0434257529002236,1.0,341.9840205071252,393.93767281306174,81.1921247148462,77.55545927639403,22921.93106005634,248.0,9370.0,11.754213145918868,6.3,39.2105,0.000342,416.512,347.8607,347.2101,87.5,89.6242,19542.8069,1.0,25272.5,25274.0,26105.0
127,126.05045286973954,200.39069036723583,453.68342921026647,186.0383628176048,0.9878712615129877,341.9840205071252,393.93767281306174,314.9687370825756,405.6918859589806,11.754213145918868,0.0298377483473043,81.1921247148462,81.23896013832669,36.756591796875,82.00292639590069,80.24005751889504,77.55545927639403,81.1921247148462,152.0,0.6352941176470588,22921.93106005634,22633.5,288.43106005634036,9370.0,9663.0,455.0,0.0470868260374624,1,0,1.8888888888888888,0.9193729003359462,3.971170437695075,3.6818934798522767,0.6352941176470588,0.0,4.0,0.0,4.0,36.0,52.0,248.0,0.9411764705882352,59,11.486311460855216,0.0,133,393.93767281306174,22921.93106005634,0.0,0.0,420.4172446456188,341.9944612110107,0.0629840287709354,3.052886835797075e-05,0.1069272233581898,0.0056369985426747,0.0434257529002236,1.0,341.9840205071252,393.93767281306174,81.1921247148462,77.55545927639403,22921.93106005634,248.0,9370.0,11.754213145918868,6.35,39.3233,0.000524,416.512,347.8607,347.2101,87.5,89.6242,19542.8069,1.0,25271.7051,25274.0,26105.0
128,126.05045275029346,200.39069039020424,453.68182244541225,186.0383880717759,0.9878737713398862,341.9840131096644,393.93651130523983,314.9687370825756,405.691385083622,11.754873778382148,0.0298395133252168,81.19212346284839,81.23895831780388,36.756591796875,82.00296391022593,80.24005567171605,77.5788770641522,81.19212346284839,152.0,0.6352941176470588,22922.11809837971,22635.5,286.6180983797094,9372.0,9665.0,455.0,0.0470770822555613,1,0,1.8888888888888888,0.9193729003359462,3.971203047561675,3.6817351850164184,0.6352941176470588,0.0,4.0,0.0,4.0,36.0,52.0,248.0,0.9411764705882352,59,11.474947369515032,0.0,133,393.93767281306174,22921.93106005634,1.216343441233087e-07,0.0016069633069558,420.4172446456188,341.9944612110107,0.0629867915211239,3.055049871070192e-05,0.1069272628870516,0.0056369985426747,0.0434257132208286,1.0,341.9840205071252,393.93767281306174,81.1921247148462,77.5788770641522,22921.93106005634,248.0,9370.0,11.754213145918868,6.4,39.4361,0.000753,416.512,347.8607,347.2101,87.5,89.6242,19542.8069,1.0,25270.7031,25274.0,26105.0
129,126.05046564639274,200.3906879093877,453.7115222111073,186.0379469710036,0.987877534133223,341.98481114751377,393.96739474574184,314.9687370825756,405.69243696133793,11.72504221559609,0.0297614532876843,81.1922584847297,81.23915472121746,36.756591796875,81.99891346854089,80.24025495497298,78.07831859477689,81.1922584847297,152.0,0.6352941176470588,22926.709163246,22638.5,288.20916324599966,9375.0,9668.0,455.0,0.0470624741414977,1,0,1.8888888888888888,0.9193729003359462,3.9676822762231096,3.686666233925192,0.6352941176470588,0.0,4.0,0.0,4.0,36.0,52.0,248.0,0.9411764705882352,59,11.446112253249964,0.0,133,393.93767281306174,22921.93106005634,1.3132548391960954e-05,0.0297030411276788,420.4172446456188,341.9944612110107,0.0629133324970345,2.821701691524403e-05,0.1069229985146355,0.0056369985426747,0.0434299924507946,1.0,341.9840205071252,393.93767281306174,81.1921247148462,78.07826291055146,22921.93106005634,248.0,9370.0,11.754213145918868,6.45,39.5489,0.001033,416.512,347.8607,347.2101,87.5,89.6242,19542.8069,1.0,25269.4766,25274.0,26105.0
130,126.05092116677288,200.39246909532503,453.13380370962847,186.05386266095977,0.987932821895086,341.98894089336613,394.3525146699523,315.0096200596128,405.6458515376449,11.293336867692574,0.0286376692111228,81.19295578542176,81.24017126243113,36.39984130859375,81.98825918432885,80.24128653498218,78.07826291055146,81.19295578542176,152.0,0.6352941176470588,22927.070528831544,22638.5,288.5705288315439,9355.0,9646.0,455.0,0.0471698113207547,1,0,1.8888888888888888,0.9193729003359462,3.949370857308045,3.695543977788702,0.6352941176470588,0.0,4.0,0.0,4.0,36.0,52.0,248.0,0.9411764705882352,59,12.140582778751646,0.0,133,393.93767281306174,22921.93106005634,0.001838510853956,0.5779376922625291,420.4172446456188,341.9944612110107,0.061997290329128,1.6141541079317534e-05,0.1069009309218371,0.0056369985426747,0.0434520919059907,1.0,341.9840205071252,393.93767281306174,81.1921247148462,78.07831859477689,22921.93106005634,248.0,9370.0,11.72504221559609,6.5,39.6617,0.001366,416.512,347.8607,347.2101,87.5,89.6242,19542.8069,1.0,25268.0156,25274.0,26105.0
131,126.05091758963,200.39246990458795,453.1459484423553,186.0535291534816,0.987987987987988,341.9887199991025,394.3352035985769,315.167123796683,405.57167841014143,11.236474811564506,0.0284947291264488,81.20707804849066,81.24011688144726,36.39984130859375,82.01160634304908,80.24123134376973,78.10186527002912,81.20707804849066,152.0,0.611764705882353,22932.00076451188,22643.5,288.50076451188215,9367.0,9657.0,455.0,0.0471160815988402,1,0,1.8888888888888888,0.9193729003359462,3.9503542447714985,3.70057882795487,0.611764705882353,0.0,4.0,0.0,4.0,36.0,52.0,248.0,0.9411764705882352,60,12.03288555362847,0.0235294117647058,133,393.93651130523983,22921.93106005634,3.667541084205443e-06,0.0121493111016215,420.4172446456188,341.9944612110107,0.0620384662599344,1.6787441199594966e-05,0.1069021112861587,0.0056477050832875,0.0438996668525178,1.0,341.9840131096644,393.93651130523983,81.1921247148462,78.07831859477689,22921.93106005634,248.0,9367.0,11.72504221559609,6.55,39.7744,0.001756,416.512,347.8607,347.2101,87.5,89.6242,19542.8069,1.0,25266.3086,25274.0,26105.0
132,126.04600219906946,200.59575560115735,453.5441253317282,186.04946832334343,0.9880214787277984,341.9514793863717,386.5654720883027,372.5437976341181,398.38866446452687,11.823192376224142,0.0305852261257399,81.20914569504478,81.24277814116078,36.3565673828125,82.10007922354063,80.88496257328353,78.12612694069358,81.20914569504478,152.0,0.611764705882353,22940.458922007423,22644.5,295.9589220074231,9394.0,9684.0,456.0,0.047087980173482,1,0,1.8888888888888888,0.9205816554809844,3.848821538159188,3.649426760227061,0.611764705882353,0.0,4.0,0.0,4.0,36.0,52.0,248.0,0.9411764705882352,59,12.02538168682153,0.0,131,391.7914847286764,22921.93106005634,0.2033451142616087,0.3981975961405264,420.4172446456188,341.9944612110107,0.0805194672398622,0.0001256798852435,0.1071011091680347,0.0254201196330206,0.043965196491173,1.0,341.9770083524181,391.7914847286764,81.1921247148462,78.07831859477689,22921.93106005634,248.0,9355.0,11.72504221559609,6.6,39.8872,0.002206,416.512,347.8607,347.2101,87.5,89.6242,19542.8069,1.0,25264.3398,25274.0,26105.0
133,126.05064237689685,200.3917513242233,453.4254101596261,186.0477598443672,0.9879699248120302,341.9770083524181,388.9070774781716,292.32812391093677,397.85227195575226,8.945194477580628,0.023000852891608,81.20482466858441,81.23723485887345,35.19366455078125,82.08452664308521,80.88332735539069,78.12470147719634,81.20482466858441,152.0,0.611764705882353,22921.82955718539,22634.5,287.3295571853887,9288.0,9576.0,457.0,0.0477234753550543,1,0,1.8888888888888888,0.9228187919463088,3.834789560407746,3.681636155674046,0.611764705882353,0.0,4.0,0.0,4.0,36.0,52.0,248.0,0.9411764705882352,58,11.940136345396992,0.0,131,391.6908766507204,22921.82955718539,0.2040570416762364,0.1187274651782681,420.4172446456188,341.9944612110107,0.0749497494899571,5.103257675798112e-05,0.106964693309186,0.0263475042380099,0.0438282507922076,1.0,341.97497543127474,391.6908766507204,81.19212346284839,78.07831859477689,22921.82955718539,248.0,9288.0,11.72504221559609,6.65,40.0,0.002717,416.512,347.8607,347.2101,87.5,89.6242,19542.8069,1.0,25262.1016,25274.0,26105.0
